created_at,tweet_text,retweets,favorites,tweet_length
Sat May 30 16:10:27 +0000 2020,236,0
Sat May 30 16:10:27 +0000 2020,0,0
Sat May 30 16:10:27 +0000 2020,145,0
Sat May 30 16:10:27 +0000 2020,0,0
Sat May 30 16:10:27 +0000 2020,17,0
